ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
33384	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30685;1	2	4	6		1	31641		
33385	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30687;1	2	4	8		1	31641		
33386	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30689;1	2	4	9		1	31641		
33387	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30693;1	2	4	11		1	31641		
33388	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30697;1	2	4	12		1	31641		
33389	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30701;1	2	4	14		1	31641		
33390	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30705;1	2	4	15		1	31641		
33391	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30709;1	2	4	17		1	31641		
33392	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30713;1	2	4	18		1	31641		
33393	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30717;1	2	4	20		1	31641		
33394	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30721;1	2	4	21		1	31641		
33395	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30737;1	2	4	29		1	31641		
33396	Liªu_Háa Phông T­íng Qu©n LÖnh Bµi	0;102;30739;1	2	4	30		1	31641		
33397	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30749;1	2	4	6		1	31645		
33398	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30751;1	2	4	8		1	31645		
33399	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30753;1	2	4	9		1	31645		
33400	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30757;1	2	4	11		1	31645		
33401	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30761;1	2	4	12		1	31645		
33402	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30765;1	2	4	14		1	31645		
33403	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30769;1	2	4	15		1	31645		
33404	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30773;1	2	4	17		1	31645		
33405	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30777;1	2	4	18		1	31645		
33406	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30781;1	2	4	20		1	31645		
33407	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30785;1	2	4	21		1	31645		
33408	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30801;1	2	4	29		1	31645		
33409	Liªu_Háa Phông T­íng Qu©n LÖnh Kú	0;102;30803;1	2	4	30		1	31645		
33410	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30813;1	2	4	6		1	31649		
33411	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30815;1	2	4	8		1	31649		
33412	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30817;1	2	4	9		1	31649		
33413	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30821;1	2	4	11		1	31649		
33414	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30825;1	2	4	12		1	31649		
33415	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30829;1	2	4	14		1	31649		
33416	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30833;1	2	4	15		1	31649		
33417	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30837;1	2	4	17		1	31649		
33418	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30841;1	2	4	18		1	31649		
33419	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30845;1	2	4	20		1	31649		
33420	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30849;1	2	4	21		1	31649		
33421	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30865;1	2	4	29		1	31649		
33422	Liªu_Háa Phông T­íng Qu©n LÖnh Phï	0;102;30867;1	2	4	30		1	31649		
33423	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30420;1	1	1	2		1	31662		
33424	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30422;1	1	1	3		1	31662		
33425	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30424;1	1	1	4		1	31662		
33426	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30426;1	1	1	6		1	31662		
33427	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30434;1	1	1	11		1	31662		
33428	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30438;1	1	1	12		1	31662		
33429	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30442;1	1	1	14		1	31662		
33430	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30446;1	1	1	15		1	31662		
33431	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30450;1	1	1	17		1	31662		
33432	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30454;1	1	1	18		1	31662		
33433	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30458;1	1	1	20		1	31662		
33434	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30462;1	1	1	21		1	31662		
33435	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30466;1	1	1	23		1	31662		
33436	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30484;1	1	1	2		1	31666		
33437	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30486;1	1	1	3		1	31666		
33438	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30488;1	1	1	4		1	31666		
33439	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30490;1	1	1	6		1	31666		
33440	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30498;1	1	1	11		1	31666		
33441	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30502;1	1	1	12		1	31666		
33442	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30506;1	1	1	14		1	31666		
33443	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30510;1	1	1	15		1	31666		
33444	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30514;1	1	1	17		1	31666		
33445	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30518;1	1	1	18		1	31666		
33446	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30522;1	1	1	20		1	31666		
33447	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30526;1	1	1	21		1	31666		
33448	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30530;1	1	1	23		1	31666		
33449	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30548;1	1	1	2		1	31670		
33450	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30550;1	1	1	3		1	31670		
33451	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30552;1	1	1	4		1	31670		
33452	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30554;1	1	1	6		1	31670		
33453	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30562;1	1	1	11		1	31670		
33454	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30566;1	1	1	12		1	31670		
33455	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30570;1	1	1	14		1	31670		
33456	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30574;1	1	1	15		1	31670		
33457	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30578;1	1	1	17		1	31670		
33458	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30582;1	1	1	18		1	31670		
33459	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30586;1	1	1	20		1	31670		
33460	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30590;1	1	1	21		1	31670		
33461	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30594;1	1	1	23		1	31670		
33462	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30612;1	1	1	2		1	31674		
33463	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30614;1	1	1	3		1	31674		
33464	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30616;1	1	1	4		1	31674		
33465	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30618;1	1	1	6		1	31674		
33466	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30626;1	1	1	11		1	31674		
33467	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30630;1	1	1	12		1	31674		
33468	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30634;1	1	1	14		1	31674		
33469	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30638;1	1	1	15		1	31674		
33470	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30642;1	1	1	17		1	31674		
33471	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30646;1	1	1	18		1	31674		
33472	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30650;1	1	1	20		1	31674		
33473	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30654;1	1	1	21		1	31674		
33474	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30658;1	1	1	23		1	31674		
33475	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30868;1	1	1	2		1	31690		
33476	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30870;1	1	1	3		1	31690		
33477	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30872;1	1	1	4		1	31690		
33478	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30874;1	1	1	6		1	31690		
33479	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30882;1	1	1	11		1	31690		
33480	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30886;1	1	1	12		1	31690		
33481	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30890;1	1	1	14		1	31690		
33482	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30894;1	1	1	15		1	31690		
33483	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30898;1	1	1	17		1	31690		
33484	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30902;1	1	1	18		1	31690		
33485	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30906;1	1	1	20		1	31690		
33486	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30910;1	1	1	21		1	31690		
33487	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30914;1	1	1	23		1	31690		
33488	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30932;1	1	1	2		1	31694		
33489	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30934;1	1	1	3		1	31694		
33490	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30936;1	1	1	4		1	31694		
33491	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30938;1	1	1	6		1	31694		
33492	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30946;1	1	1	11		1	31694		
33493	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30950;1	1	1	12		1	31694		
33494	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30954;1	1	1	14		1	31694		
33495	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30958;1	1	1	15		1	31694		
33496	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30962;1	1	1	17		1	31694		
33497	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30966;1	1	1	18		1	31694		
33498	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30970;1	1	1	20		1	31694		
33499	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30974;1	1	1	21		1	31694		
33500	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30978;1	1	1	23		1	31694		
33501	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30996;1	1	1	2		1	31698		
33502	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30998;1	1	1	3		1	31698		
33503	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31000;1	1	1	4		1	31698		
33504	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31002;1	1	1	6		1	31698		
33505	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31010;1	1	1	11		1	31698		
33506	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31014;1	1	1	12		1	31698		
33507	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31018;1	1	1	14		1	31698		
33508	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31022;1	1	1	15		1	31698		
33509	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31026;1	1	1	17		1	31698		
33510	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31030;1	1	1	18		1	31698		
33511	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31034;1	1	1	20		1	31698		
33512	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31038;1	1	1	21		1	31698		
33513	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31042;1	1	1	23		1	31698		
33514	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31060;1	1	1	2		1	31702		
33515	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31062;1	1	1	3		1	31702		
33516	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31064;1	1	1	4		1	31702		
33517	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31066;1	1	1	6		1	31702		
33518	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31074;1	1	1	11		1	31702		
33519	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31078;1	1	1	12		1	31702		
33520	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31082;1	1	1	14		1	31702		
33521	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31086;1	1	1	15		1	31702		
33522	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31090;1	1	1	17		1	31702		
33523	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31094;1	1	1	18		1	31702		
33524	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31098;1	1	1	20		1	31702		
33525	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31102;1	1	1	21		1	31702		
33526	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31106;1	1	1	23		1	31702		
33527	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30421;1	1	2	2		1	31663		
33528	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30423;1	1	2	3		1	31663		
33529	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30425;1	1	2	4		1	31663		
33530	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30427;1	1	2	6		1	31663		
33531	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30435;1	1	2	11		1	31663		
33532	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30439;1	1	2	12		1	31663		
33533	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30443;1	1	2	14		1	31663		
33534	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30447;1	1	2	15		1	31663		
33535	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30451;1	1	2	17		1	31663		
33536	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30455;1	1	2	18		1	31663		
33537	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30459;1	1	2	20		1	31663		
33538	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30463;1	1	2	21		1	31663		
33539	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30467;1	1	2	23		1	31663		
33540	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30485;1	1	2	2		1	31667		
33541	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30487;1	1	2	3		1	31667		
33542	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30489;1	1	2	4		1	31667		
33543	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30491;1	1	2	6		1	31667		
33544	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30499;1	1	2	11		1	31667		
33545	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30503;1	1	2	12		1	31667		
33546	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30507;1	1	2	14		1	31667		
33547	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30511;1	1	2	15		1	31667		
33548	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30515;1	1	2	17		1	31667		
33549	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30519;1	1	2	18		1	31667		
33550	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30523;1	1	2	20		1	31667		
33551	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30527;1	1	2	21		1	31667		
33552	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30531;1	1	2	23		1	31667		
33553	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30549;1	1	2	2		1	31671		
33554	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30551;1	1	2	3		1	31671		
33555	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30553;1	1	2	4		1	31671		
33556	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30555;1	1	2	6		1	31671		
33557	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30563;1	1	2	11		1	31671		
33558	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30567;1	1	2	12		1	31671		
33559	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30571;1	1	2	14		1	31671		
33560	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30575;1	1	2	15		1	31671		
33561	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30579;1	1	2	17		1	31671		
33562	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30583;1	1	2	18		1	31671		
33563	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30587;1	1	2	20		1	31671		
33564	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30591;1	1	2	21		1	31671		
33565	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30595;1	1	2	23		1	31671		
33566	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30613;1	1	2	2		1	31675		
33567	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30615;1	1	2	3		1	31675		
33568	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30617;1	1	2	4		1	31675		
33569	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30619;1	1	2	6		1	31675		
33570	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30627;1	1	2	11		1	31675		
33571	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30631;1	1	2	12		1	31675		
33572	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30635;1	1	2	14		1	31675		
33573	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30639;1	1	2	15		1	31675		
33574	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30643;1	1	2	17		1	31675		
33575	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30647;1	1	2	18		1	31675		
33576	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30651;1	1	2	20		1	31675		
33577	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30655;1	1	2	21		1	31675		
33578	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30659;1	1	2	23		1	31675		
33579	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30869;1	1	2	2		1	31691		
33580	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30871;1	1	2	3		1	31691		
33581	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30873;1	1	2	4		1	31691		
33582	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30875;1	1	2	6		1	31691		
33583	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30883;1	1	2	11		1	31691		
33584	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30887;1	1	2	12		1	31691		
33585	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30891;1	1	2	14		1	31691		
33586	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30895;1	1	2	15		1	31691		
33587	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30899;1	1	2	17		1	31691		
33588	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30903;1	1	2	18		1	31691		
33589	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30907;1	1	2	20		1	31691		
33590	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30911;1	1	2	21		1	31691		
33591	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30915;1	1	2	23		1	31691		
33592	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30933;1	1	2	2		1	31695		
33593	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30935;1	1	2	3		1	31695		
33594	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30937;1	1	2	4		1	31695		
33595	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30939;1	1	2	6		1	31695		
33596	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30947;1	1	2	11		1	31695		
33597	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30951;1	1	2	12		1	31695		
33598	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30955;1	1	2	14		1	31695		
33599	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30959;1	1	2	15		1	31695		
33600	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30963;1	1	2	17		1	31695		
33601	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30967;1	1	2	18		1	31695		
33602	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30971;1	1	2	20		1	31695		
33603	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30975;1	1	2	21		1	31695		
33604	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30979;1	1	2	23		1	31695		
33605	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30997;1	1	2	2		1	31699		
33606	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30999;1	1	2	3		1	31699		
33607	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31001;1	1	2	4		1	31699		
33608	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31003;1	1	2	6		1	31699		
33609	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31011;1	1	2	11		1	31699		
33610	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31015;1	1	2	12		1	31699		
33611	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31019;1	1	2	14		1	31699		
33612	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31023;1	1	2	15		1	31699		
33613	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31027;1	1	2	17		1	31699		
33614	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31031;1	1	2	18		1	31699		
33615	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31035;1	1	2	20		1	31699		
33616	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31039;1	1	2	21		1	31699		
33617	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31043;1	1	2	23		1	31699		
33618	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31061;1	1	2	2		1	31703		
33619	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31063;1	1	2	3		1	31703		
33620	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31065;1	1	2	4		1	31703		
33621	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31067;1	1	2	6		1	31703		
33622	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31075;1	1	2	11		1	31703		
33623	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31079;1	1	2	12		1	31703		
33624	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31083;1	1	2	14		1	31703		
33625	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31087;1	1	2	15		1	31703		
33626	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31091;1	1	2	17		1	31703		
33627	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31095;1	1	2	18		1	31703		
33628	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31099;1	1	2	20		1	31703		
33629	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31103;1	1	2	21		1	31703		
33630	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31107;1	1	2	23		1	31703		
33631	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30428;1	2	3	6		1	31664		
33632	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30430;1	2	3	8		1	31664		
33633	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30432;1	2	3	9		1	31664		
33634	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30436;1	2	3	11		1	31664		
33635	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30440;1	2	3	12		1	31664		
33636	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30444;1	2	3	14		1	31664		
33637	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30448;1	2	3	15		1	31664		
33638	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30452;1	2	3	17		1	31664		
33639	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30456;1	2	3	18		1	31664		
33640	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30460;1	2	3	20		1	31664		
33641	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30464;1	2	3	21		1	31664		
33642	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30480;1	2	3	29		1	31664		
